v1,v2,v3,v4
763552,6585,60,0.955665025
763552,6585,20,0.246435419
763552,6585,40,0.896551724
763552,6585,43,0.541871921
763552,6585,50,0.643541872
763552,6585,110,0.832512315
763552,6585,70,0.669950739
763552,6585,43,0.083743842
763552,6585,60,0.733990148
763552,6585,90,0.709359606
763552,6585,10,0.044334975
763552,6585,40,0.916256158
763552,6585,20,0.049261084
763552,6585,10,0.157635468
763552,6585,70,0.339901478
763552,6585,70,0.852216749
763552,6585,50,0.343049261
763552,6585,43,0.620689655
763552,6585,50,0.581280788
763552,6585,10,0.142857143
763552,6585,20,0.812807882
763552,6585,43,0.206896552
763552,6585,20,0.251231527
763552,6585,40,0.866995074
763552,6585,50,0.137931034
763552,6585,20,0.064039409
763552,6585,50,0.073891626
763552,6585,40,0.950738916
763552,6585,70,0.78817734
763552,6585,20,0.201970443
763552,6585,143,0.75862069
763552,6585,20,0.123152709
763552,6585,10,0.024643542
763552,6585,40,0.216748768
763552,6585,43,0.343049261
763552,6585,40,0.896551724
763552,6585,120,0.724137931
763552,6585,43,0.763546798
763552,6585,40,0.343049261
763552,6585,43,0.487684729
763552,6585,43,0.384236453
763552,6585,10,0.343049261
763552,6585,20,0.034482759
763552,6585,20,0.014778325
763552,6585,40,0.684729064
763552,6585,20,0.098522167
763552,6585,43,0.615763547
763552,6585,20,0.389162562
763552,6585,43,0.103448276
763552,6585,10,0.093596059
763552,6585,90,0.81773399
763552,6585,20,0.118226601
763552,6585,50,0.911343049
763552,6585,140,0.768472906
763552,6585,20,0.343049261
763552,6585,10,0.343049261
763552,6585,70,0.379310345
763552,6585,70,0.896551724
763552,6585,60,0.773399015
763552,6585,40,0.743842365
763552,6585,20,0.527093596
763552,6585,40,0.42364532
763552,6585,43,0.343049261
763552,6585,43,0.343049261
763552,6585,10,0.660098522
763552,6585,20,0.655172414
763552,6585,60,0.596059113
763552,6585,60,0.482758621
763552,6585,40,0.464354187
763552,6585,20,0.532019704
763552,6585,40,0.18226601
763552,6585,43,0.748768473
763552,6585,40,0.172413793
763552,6585,43,0.896551724
763552,6585,40,0.896551724
763552,6585,50,0.591134305
763552,6585,50,0.935960591
763552,6585,10,0.753694581
763552,6585,10,0.078817734
763552,6585,43,0.108374384
763552,6585,90,0.960591133
763552,6585,20,0.812807882
763552,6585,40,0.926108374
763552,6585,40,0.522167488
763552,6585,10,0.192118227
763552,6585,50,0.84729064
763552,6585,110,0.187192118
763552,6585,43,0.63546798
763552,6585,50,0.896551724
763552,6585,43,0.556650246
763552,6585,43,0.147783251
763552,6585,20,0.039408867
763552,6585,60,0.733990148
763552,6585,110,0.945812808
763552,6561,10,0.563636364
763552,6561,20,0.563636364
763552,6561,90,0.563636364
763552,6561,10,0.563636364
763552,6561,43,0.563636364
763552,6561,10,0.563636364
763552,6561,40,0.563636364
763552,6561,10,0.563636364
763552,6561,90,0.563636364
763552,6561,10,0.563636364
763552,6561,20,0.563636364
763552,6561,43,0.090909091
763552,6561,43,0.090909091
763552,6561,43,0.090909091
763552,6561,20,0.090909091
763552,6561,10,0.090909091
763552,6561,70,0.745454545
763552,6561,20,0.745454545
763552,6561,20,0.745454545
763552,6561,20,0.745454545
763552,6561,43,0.745454545
763552,6561,10,0.745454545
763552,6561,60,0.745454545
763552,6561,20,0.439090909
763552,6561,40,0.439090909
763552,6561,10,0.439090909
763552,6561,43,0.439090909
763552,6561,10,0.218181818
763552,6561,10,0.218181818
763552,6561,10,0.218181818
763552,6561,20,0.218181818
763552,6561,10,0.563636364
763552,6561,43,0.745454545
763552,6561,10,0.218181818
763552,6561,20,0.563636364
763552,6561,20,0.745454545
763552,6561,20,0.218181818
763552,6561,10,0.563636364
763552,6581,10,0.157433371
763552,6581,50,0.449438202
763552,6581,43,0.696629213
763552,6581,40,0.134831461
763552,6581,43,0.921348315
763552,6581,20,0.179775281
763552,6581,50,0.707865169
763552,6581,20,0.764044944
763552,6581,40,0.966292135
763552,6581,10,0.404494382
763552,6581,43,0.06741573
763552,6581,10,0.112359551
763552,6581,20,0.056179775
763552,6581,20,0.539325843
763552,6581,10,0.640449438
763552,6581,50,0.853932584
763552,6581,20,0.112359551
763552,6581,43,0.539325843
763552,6581,50,0.966292135
763552,6581,70,0.640449438
763552,6581,20,0.696629213
763552,6581,40,0.640449438
763552,6581,43,0.449438202
763552,6581,10,0.325842697
763552,6581,43,0.224719101
763552,6581,10,0.011235955
763552,6581,10,0.280898876
763552,6581,50,0.853932584
763552,6581,40,0.449438202
763552,6581,20,0.696629213
763552,6581,170,0.853932584
763552,6581,10,0.08988764
763552,6581,20,0.741574334
763552,6581,20,0.539325843
763552,6581,60,0.853932584
763552,6581,10,0.224719101
763552,6581,20,0.280898876
763552,6581,20,0.370786517
763552,6581,20,0.853932584
763552,6581,43,0.595505618
763552,6581,20,0.539325843
763552,6581,50,0.224719101
763552,6581,10,0.370786517
763552,6581,20,0.325842697
763552,6581,10,0.370786517
763552,6581,20,0.640449438
763552,6581,43,0.764044944
763552,6581,10,0.404494382
763552,6581,40,0.539325843
763552,6581,10,0.033707865
763552,6581,70,0.741574334
763552,6581,70,0.966292135
763552,6581,20,0.853932584
763552,6581,43,0.853932584
763552,6581,43,0.921348315
763552,6564,10,0.142857143
763552,6564,10,0.775510204
763552,6564,10,0.775510204
763552,6564,10,0.775510204
763552,6564,40,0.204081633
763552,6564,20,0.775510204
763552,6564,40,0.775510204
763552,6564,20,0.775510204
763552,6564,10,0.775510204
763552,6564,10,0.775510204
763552,6564,10,0.775510204
763552,6564,10,0.775510204
763552,6564,20,0.775510204
763552,6564,10,0.775510204
763552,6564,20,0.775510204
763552,6564,20,0.775510204
763552,6564,20,0.06122449
763552,6564,10,0.775510204
763552,6564,43,0.775510204
763552,6564,43,0.387755102
763552,6564,20,0.285714286
763552,6564,40,0.285714286
763552,6564,50,0.285714286
763552,6564,20,0.040816327
763552,6564,20,0.387755102
763552,6564,20,0.163265436
763552,6564,20,0.285714286
763552,6564,10,0.102040816
763552,6557,43,0.888888889
763552,6557,20,0.888888889
763552,6557,43,0.527777778
763552,6557,10,0.888888889
763552,6557,20,0.444444444
763552,6557,20,0.25
763552,6557,43,0.444444444
763552,6557,20,0.888888889
763552,6557,20,0.888888889
763552,6557,20,0.444444444
763552,6557,10,0.25
763552,6557,20,0.888888889
763552,6557,20,0.611111111
763552,6557,20,1
763552,6557,20,0.25
763552,6557,10,0.25
763552,6557,10,0.435555556
763552,6557,20,0.25
763552,6557,10,0.25
763552,6557,10,0.25
763552,6557,20,0.611111111
763552,6557,20,0.888888889
763552,6557,20,0.25
763552,6557,20,0.25
763552,6557,20,0.611111111
763552,6557,20,0.444444444
763552,6557,20,0.888888889
763552,6538,10,0.084664537
763552,6538,43,0.46485623
763552,6538,60,0.779552716
763552,6538,60,0.46485623
763552,6538,43,0.942492013
763552,6538,120,0.942492013
763552,6538,50,0.942492013
763552,6538,20,0.091054313
763552,6538,10,0.182108626
763552,6538,10,0.04314399
763552,6538,20,0.039936102
763552,6538,40,0.46485623
763552,6538,20,0.46485623
763552,6538,10,0.642172524
763552,6538,90,0.942492013
763552,6538,43,0.282747604
763552,6538,10,0.039936102
763552,6538,20,0.039936102
763552,6538,40,0.779552716
763552,6538,10,0.46485623
763552,6538,50,0.46485623
763552,6538,43,0.46485623
763552,6538,20,0.182108626
763552,6538,10,0.46485623
763552,6538,40,0.642172524
763552,6538,10,0.282747604
763552,6538,40,0.942492013
763552,6538,60,0.642172524
763552,6538,43,0.46485623
763552,6538,43,0.642172524
763552,6538,20,0.143769968
763552,6538,43,0.46485623
763552,6538,20,0.039936102
763552,6538,70,0.118210863
763552,6538,43,0.942492013
763552,6538,40,0.779552716
763552,6538,10,0.118210863
763552,6538,50,0.46485623
763552,6538,20,0.039936102
763552,6538,20,0.075079872
763552,6538,20,0.642172524
763552,6538,20,0.880191693
763552,6538,10,0.942492013
763552,6538,43,0.642172524
763552,6538,40,0.642172524
763552,6538,40,0.642172524
763552,6538,20,0.182108626
763552,6538,50,0.779552716
763552,6538,50,0.779552716
763552,6538,50,0.46485623
763552,6538,80,0.779552716
763552,6538,20,0.779552716
763552,6538,50,0.46485623
763552,6538,20,0.642172524
763552,6538,20,0.642172524
763552,6538,20,0.226837061
763552,6538,40,0.282747604
763552,6538,70,0.779552716
763552,6538,43,0.46485623
763552,6538,10,0.226837061
763552,6538,20,0.154952077
763552,6538,43,0.779552716
763552,6538,43,0.46485623
763552,6538,43,0.46485623
763552,6538,70,0.642172524
763552,6538,50,0.642172524
763552,6538,43,0.46485623
763552,6538,60,0.46485623
763552,6538,70,0.880191693
763552,6538,10,0.182108626
763552,6538,20,0.880191693
763552,6538,60,0.642172524
763552,6538,20,0.642172524
763552,6538,20,0.46485623
763552,6538,10,0.057507987
763552,6538,20,0.46485623
763552,6538,40,0.642172524
763552,6538,50,0.779552716
763552,6538,43,0.282747604
763552,6538,50,0.880191693
763552,6538,10,0.118210863
763552,6538,20,0.46485623
763552,6538,20,0.182108626
763552,6538,10,0.118210863
763552,6538,40,0.642172524
763552,6538,40,0.46485623
763552,6538,10,0.039936102
763552,6538,40,0.46485623
763552,6538,43,0.065495208
763552,6538,10,0.46485623
763552,6538,60,0.984025559
763552,6538,110,0.880191693
763552,6538,40,0.642172524
763552,6538,40,0.642172524
763552,6538,20,0.039936102
763552,6538,50,0.642172524
763552,6538,10,0.642172524
763552,6538,40,0.779552716
763552,6538,40,0.880191693
763552,6538,20,0.779552716
763552,6538,20,0.46485623
763552,6538,60,0.779552716
763552,6538,43,0.46485623
763552,6538,250,0.942492013
763552,6538,40,0.880191693
763552,6538,50,0.642172524
763552,6538,120,0.779552716
763552,6538,20,0.226837061
763552,6538,10,0.097444089
763552,6538,60,0.46485623
763552,6538,60,0.779552716
763552,6538,40,0.779552716
763552,6538,100,0.880191693
763552,6538,40,0.779552716
763552,6538,20,0.779552716
763552,6538,70,0.880191693
763552,6538,43,0.642172524
763552,6538,10,0.075079872
763552,6538,40,0.942492013
763552,6538,20,0.182108626
763552,6538,20,0.46485623
763552,6538,10,0.46485623
763552,6538,10,0.084664537
763552,6538,43,0.46485623
763552,6538,60,0.779552716
763552,6538,20,0.46485623
763552,6538,40,0.779552716
763552,6538,43,0.143769968
763552,6538,10,0.642172524
763552,6538,40,0.880191693
763552,6538,40,0.779552716
763552,6538,43,0.46485623
763552,6538,43,0.46485623
763552,6538,120,0.974440895
763552,6538,10,0.226837061
763552,6538,80,0.942492013
763552,6538,10,0.46485623
763552,6538,10,0.118210863
763552,6538,43,0.46485623
763552,6538,70,0.779552716
763552,6538,40,0.46485623
763552,6538,20,0.46485623
763552,6538,20,0.642172524
763552,6538,50,0.880191693
763552,6538,10,0.039936102
763552,6538,40,0.642172524
763552,6538,50,0.779552716
763552,6538,43,0.779552716
763552,6538,70,0.46485623
763552,6538,43,0.226837061
763552,6538,50,0.282747604
763552,6538,43,0.46485623
763552,6538,43,0.46485623
763552,6538,90,0.942492013
763552,6538,20,0.057507987
763552,6538,40,0.46485623
763552,6538,43,0.46485623
763552,6538,90,0.642172524
763552,6538,90,0.880191693
763552,6538,50,0.779552716
763552,6538,20,0.226837061
763552,6538,10,0.46485623
763552,6538,10,0.282747604
763552,6538,50,0.880191693
763552,6538,80,0.974440895
763552,6538,20,0.051118211
763552,6538,70,0.642172524
763552,6538,20,0.46485623
763552,6538,43,0.46485623
763552,6538,60,0.942492013
763552,6538,60,0.880191693
763552,6538,70,0.974440895
763552,6538,43,0.942492013
763552,6538,40,0.779552716
763552,6538,40,0.880191693
763552,6538,70,0.779552716
763552,6538,60,0.642172524
763552,6538,20,0.642172524
763552,6538,70,0.942492013
763552,6538,40,0.779552716
763552,6538,40,0.880191693
763552,6538,60,0.779552716
763552,6538,10,0.46485623
763552,6538,43,0.942492013
763552,6538,40,0.46485623
763552,6538,20,0.282747604
763552,6538,43,0.942492013
763552,6538,20,0.642172524
763552,6538,43,0.779552716
763552,6538,20,0.143990415
763552,6538,20,0.226837061
763552,6538,70,0.880191693
763552,6538,40,0.779552716
763552,6538,10,0.46485623
763552,6538,60,0.642172524
763552,6538,100,0.990415335
763552,6538,43,0.062430319
763552,6538,20,0.039936102
763552,6538,50,0.779552716
763552,6538,40,0.162939297
763552,6538,10,0.103833866
763552,6538,10,0.46485623
763552,6538,10,0.46485623
763552,6538,50,0.46485623
763552,6538,50,0.880191693
763552,6538,10,0.044728435
763552,6538,70,0.880191693
763552,6538,50,0.46485623
763552,6538,20,0.779552716
763552,6538,20,0.039936102
763552,6538,10,0.46485623
763552,6538,40,0.880191693
763552,6538,20,0.282747604
763552,6538,10,0.46485623
763552,6538,20,0.46485623
763552,6538,20,0.226837061
763552,6538,20,0.46485623
763552,6538,43,0.46485623
763552,6538,10,0.46485623
763552,6538,50,0.779552716
763552,6538,43,0.226837061
763552,6538,10,0.46485623
763552,6538,210,1
763552,6538,60,0.942492013
763552,6538,43,0.46485623
763552,6538,43,0.154952077
763552,6538,20,0.779552716
763552,6538,70,0.942492013
763552,6538,10,0.047923323
763552,6538,40,0.880191693
763552,6538,43,0.282747604
763552,6538,43,0.46485623
763552,6538,43,0.642172524
763552,6538,43,0.226837061
763552,6538,10,0.46485623
763552,6538,20,0.129392971
763552,6538,10,0.779552716
763552,6538,60,0.880191693
763552,6538,20,0.880191693
763552,6538,10,0.143769968
763552,6538,143,0.99201278
763552,6538,43,0.097444089
763552,6538,20,0.226837061
763552,6538,10,0.46485623
763552,6538,43,0.097444089
763552,6538,43,0.226837061
763552,6538,43,0.143769968
763552,6538,10,0.075079872
763552,6538,10,0.226837061
763552,6538,10,0.039936102
763552,6538,43,0.642172524
763552,6538,70,0.974440895
763552,6538,20,0.642172524
763552,6538,80,0.942492013
763552,6538,10,0.282747604
763552,6538,20,0.226837061
763552,6538,20,0.226837061
763552,6538,50,0.779552716
763552,6538,40,0.779552716
763552,6538,20,0.46485623
763552,6538,10,0.282747604
763552,6538,10,0.46485623
763552,6538,20,0.642172524
763552,6538,43,0.282747604
763552,6538,20,0.46485623
763552,6538,20,0.46485623
763552,6538,60,0.984025559
763552,6538,50,0.974440895
763552,6538,43,0.46485623
763552,6538,40,0.46485623
763552,6538,60,0.880191693
763552,6538,60,0.182108626
763552,6538,70,0.779552716
763552,6538,43,0.182108626
763552,6538,10,0.118210863
763552,6538,20,0.226837061
763552,6538,50,0.880191693
763552,6538,40,0.46485623
763552,6538,20,0.46485623
763552,6538,50,0.642172524
763552,6538,40,0.46485623
763552,6538,43,0.46485623
763552,6538,120,0.995207668
763552,6538,10,0.118210863
763552,6538,40,0.779552716
763552,6538,43,0.880191693
763552,6538,20,0.46485623
763552,6538,20,0.46485623
763552,6538,43,0.129392971
763552,6538,43,0.642172524
763552,6538,70,0.779552716
763552,6538,43,0.642172524
763552,6538,60,0.642172524
763552,6538,43,0.46485623
763552,6538,43,0.779552716
763552,6538,50,0.46485623
763552,6538,50,0.46485623
763552,6538,190,0.996805112
763552,6538,20,0.642172524
763552,6538,43,0.642172524
763552,6538,43,0.46485623
763552,6538,43,0.084664537
763552,6538,43,0.642172524
763552,6538,40,0.642172524
763552,6538,43,0.642172524
763552,6538,20,0.46485623
763552,6538,40,0.779552716
763552,6538,43,0.46485623
763552,6538,50,0.46485623
763552,6538,10,0.46485623
763552,6538,20,0.282747604
763552,6538,60,0.642172524
763552,6538,43,0.779552716
763552,6538,20,0.779552716
763552,6538,140,0.880191693
763552,6538,43,0.087859425
763552,6538,43,0.282747604
763552,6538,20,0.226837061
763552,6538,10,0.075079872
763552,6538,40,0.642172524
763552,6538,140,0.880191693
763552,6538,20,0.46485623
763552,6538,20,0.226837061
763552,6538,20,0.880191693
763552,6538,20,0.642172524
763552,6538,20,0.143769968
763552,6538,10,0.118210863
763552,6538,10,0.282747604
763552,6538,20,0.46485623
763552,6538,43,0.642172524
763552,6538,40,0.779552716
763552,6538,10,0.282747604
763552,6538,20,0.46485623
763552,6538,180,0.880191693
763552,6538,60,0.46485623
763552,6538,60,0.642172524
763552,6538,80,0.226837061
763552,6538,40,0.779552716
763552,6538,40,0.880191693
763552,6538,20,0.46485623
763552,6538,20,0.226837061
763552,6538,43,0.143769968
763552,6538,43,0.46485623
763552,6538,60,0.779552716
763552,6538,60,0.779552716
763552,6538,40,0.642172524
763552,6538,20,0.46485623
763552,6538,50,0.46485623
763552,6538,40,0.46485623
763552,6538,20,0.282747604
763552,6538,10,0.057507987
763552,6538,20,0.182108626
763552,6538,20,0.282747604
763552,6538,210,0.880191693
763552,6538,20,0.46485623
763552,6538,50,0.46485623
763552,6538,50,0.162939297
763552,6538,50,0.162939297
763552,6538,20,0.46485623
763552,6538,10,0.46485623
763552,6538,10,0.039936102
763552,6538,20,0.642172524
763552,6538,43,0.226837061
763552,6538,10,0.075079872
763552,6538,50,0.880191693
763552,6538,40,0.942492013
763552,6538,10,0.46485623
763552,6538,20,0.46485623
763552,6538,80,0.642172524
763552,6538,20,0.46485623
763552,6538,20,0.143769968
763552,6538,43,0.226837061
763552,6538,20,0.039936102
763552,6538,20,0.46485623
763552,6538,10,0.118210863
763552,6538,20,0.226837061
763552,6538,50,0.46485623
763552,6538,40,0.46485623
763552,6538,60,0.779552716
763552,6538,50,0.779552716
763552,6546,43,0.055555556
763552,6546,10,0.944444444
763552,6546,20,0.222222222
763552,6546,20,0.333333333
763552,6546,20,0.611111111
763552,6546,43,0.277777778
763552,6546,40,0.111111111
763552,6546,43,0.777777778
763552,6546,20,0.5
763552,6546,20,0.722222222
763552,6546,20,0.833333333
763552,6546,20,0.555555556
763552,6535,10,0.662698413
763552,6535,60,0.801587432
763552,6535,10,0.80952381
763552,6535,40,0.984126984
763552,6535,20,0.075396825
763552,6535,10,0.158743159
763552,6535,43,0.94047619
763552,6535,43,0.869047619
763552,6535,43,0.833333333
763552,6535,60,0.924603175
763552,6535,40,0.281746032
763552,6535,70,1
763552,6535,20,0.777777778
763552,6535,43,0.396825397
763552,6535,10,0.5
763552,6535,20,0.964285714
763552,6535,20,0.813492063
763552,6535,20,0.01984127
763552,6535,60,0.992063492
763552,6535,50,0.678571429
763552,6535,50,0.416666667
763552,6535,43,0.384920635
763552,6535,10,0.011904762
763552,6535,70,0.857142857
763552,6535,20,0.722222222
763552,6535,20,0.615079365
763552,6535,40,0.099206349
763552,6535,10,0.452380952
763552,6535,43,0.535714286
763552,6535,50,0.781746032
763552,6535,10,0.468253968
763552,6535,43,0.222222222
763552,6535,10,0.313492063
763552,6535,20,0.595238095
763552,6535,40,0.972222222
763552,6535,10,0.380952381
763552,6535,20,0.202380952
763552,6535,70,0.996031746
763552,6535,40,0.567460317
763552,6535,20,0.599206349
763552,6535,43,0.027777778
510941,6535,20,0.146825397
511781,6535,10,0.642857143
486932,6535,20,0.611111111
503713,6535,43,0.861111111
524368,6535,60,0.563492063
495936,6535,20,0.714285714
486722,6535,43,0.928571429
486736,6535,10,0.797619048
492206,6535,10,0.456349206
518212,6535,10,0.345238095
493337,6535,10,0.257936508
503705,6535,43,0.435555556
499997,6535,10,0.349206349
499446,6535,10,0.162698413
495151,6535,20,0.388888889
515483,6535,10,0.051587432
503827,6535,70,0.96031746
493547,6535,20,0.682539683
506235,6535,40,0.563492063
496399,6535,40,0.944444444
508921,6535,10,0.361111111
498407,6535,43,0.876984127
493212,6535,20,0.365079365
493957,6535,10,0.067460317
489661,6535,43,0.142857143
526945,6535,20,0.492063492
521000,6535,10,0.003968254
504568,6535,10,0.634920635
507714,6535,10,0.170634921
487977,6535,43,0.706349206
505001,6535,20,0.880952381
510182,6535,20,0.476190476
486581,6535,50,0.888888889
488767,6535,20,0.53968254
511490,6535,43,0.503968254
494137,6535,10,0.28968254
496350,6535,20,0.246031746
520034,6535,43,0.079365079
495543,6535,43,0.428571429
497709,6535,10,0.698412698
489447,6535,40,0.543650794
497920,6535,10,0.051587432
507739,6535,20,0.134920635
498743,6535,43,0.773809524
512967,6535,20,0.551587432
505623,6535,10,0.69047619
487208,6535,10,0.25
510576,6535,40,0.98015873
494446,6535,20,0.757936508
528575,6535,20,0.218253968
500595,6535,20,0.444444444
504721,6535,20,0.488095238
507772,6535,20,0.464285714
519736,6535,10,0.031746032
498518,6535,20,0.619047619
490447,6535,43,0.650793651
492032,6535,43,0.238095238
510202,6535,40,0.369047619
514097,6535,20,0.091269841
504641,6535,20,0.392857143
490859,6535,43,0.547619048
500314,6535,10,0.435555556
495620,6535,43,0.626984127
494647,6535,40,0.435555556
501907,6535,50,0.841269841
524520,6535,20,0.753968254
489075,6535,20,0.464285714
507037,6535,43,0.686507937
521359,6535,20,0.265874316
518914,6535,43,0.624315873
511844,6535,20,0.194444444
512663,6535,20,0.892857143
521200,6535,20,0.726190476
487739,6535,20,0.472222222
524550,6535,10,0.579365079
489410,6535,43,0.75
520681,6535,50,0.932539683
504753,6535,20,0.435555556
507426,6535,20,0.26984127
496622,6535,60,0.952380952
525981,6535,10,0.817460317
515320,6535,20,0.71031746
512740,6535,20,0.555555556
518278,6535,20,0.115079365
492996,6535,10,0.357142857
518705,6535,10,0.095238095
517438,6535,20,0.138888889
526177,6535,80,0.988095238
503311,6535,20,0.646825397
496536,6535,10,0.111111111
487046,6535,20,0.107142857
526760,6535,10,0.761904762
524392,6535,80,0.896825397
488221,6535,10,0.166666667
518213,6535,43,0.853174603
503150,6535,40,0.531746032
505115,6535,50,0.734126984
502457,6535,40,0.829365079
486133,6535,60,0.956349206
504851,6535,43,0.333333333
524537,6535,43,0.78968254
524165,6535,43,0.670634921
502240,6535,10,0.103174603
526703,6535,10,0.380952381
489649,6535,40,0.44047619
504079,6535,20,0.912698413
508425,6535,10,0.055555556
516835,6535,20,0.03968254
490586,6535,43,0.74315873
508778,6535,20,0.154761905
505159,6535,40,0.765874316
524163,6535,20,0.916666667
515322,6535,40,0.374315873
488410,6535,20,0.353174603
494460,6535,43,0.643952381
490514,6535,10,0.43952381
494465,6535,10,0.023809524
490478,6535,43,0.718253968
505117,6535,60,0.908743159
501024,6535,43,0.24315873
495035,6553,10,0.181818182
489090,6553,10,0.818181818
498192,6553,10,0.454545455
502382,6553,10,0.818181818
522355,6553,20,0.818181818
512546,6553,10,0.272727273
500789,6553,10,0.363636364
518963,6553,10,0.818181818
523856,6565,10,0.43902439
494684,6565,20,0.902439024
501793,6565,10,0.12195122
515018,6565,20,0.536585366
507267,6565,43,0.829268293
504692,6565,20,0.43902439
518939,6565,43,0.902439024
512870,6565,43,0.707317073
501191,6565,20,0.829268293
519946,6565,10,0.707317073
524558,6565,20,0.048780488
510566,6565,40,0.975609756
511524,6565,20,0.43902439
517700,6565,10,0.048780488
489575,6565,20,0.707317073
502863,6565,20,0.073170732
507549,6565,10,0.43902439
499348,6565,20,0.56097561
502922,6565,10,0.43902439
513151,6565,20,0.243902439
524897,6565,43,0.707317073
501594,6565,10,0.195121951
491152,6565,43,0.43902439
495824,6565,40,0.195121951
527727,6565,20,0.536585366
526411,6565,10,0.43902439
526959,6552,43,0.697674419
522457,6552,43,0.395348837
510023,6552,40,0.976744186
514474,6552,20,0.372094323
496399,6552,50,0.860465116
513234,6552,10,0.372094323
510326,6552,20,0.697674419
528577,6552,20,0.11627907
511862,6552,43,0.790697674
524858,6552,43,0.697674419
517642,6552,43,0.372094323
497977,6552,20,0.697674419
496379,6552,43,0.372094323
515555,6552,20,1
517623,6552,10,0.372094323
500388,6552,10,0.372094323
525659,6552,20,0.697674419
491861,6552,40,0.162790698
506140,6552,110,0.465116279
496551,6552,20,0.372094323
507127,6552,20,0.697674419
517474,6552,20,0.697674419
525758,6552,20,0.790697674
502037,6552,40,0.790697674
513565,6552,43,0.046511628
518236,6552,20,0.094323256
496146,6552,50,0.372094323
517203,6552,40,0.139534884
496286,6552,10,0.023255814
489929,6539,43,0.326771654
523572,6539,10,0.070866142
520068,6539,90,0.838582677
501635,6539,60,0.763779528
486932,6539,43,0.799212598
520652,6539,43,0.251968504
512163,6539,70,0.850393701
502955,6539,10,0.68503937
505115,6539,60,0.751968504
487591,6539,43,0.460629921
499435,6539,40,0.051181102
509978,6539,43,0.279527559
524061,6539,43,0.791338583
492220,6539,100,0.843708661
487021,6539,70,0.807086614
490173,6539,43,0.480314961
519465,6539,40,0.023622047
486795,6539,20,0.082677165
500940,6539,70,0.700787402
499577,6539,10,0.141732283
500120,6539,20,0.173228346
501658,6539,43,0.606299213
488145,6539,10,0.137795276
518317,6539,10,0.161417323
499575,6539,50,0.476377953
525565,6539,60,0.992125984
514920,6539,20,0.173228346
489904,6539,40,0.464566929
486133,6539,40,0.905511811
501425,6539,50,0.677165354
487104,6539,40,0.492125984
